"","source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation","study_source_citation","source","target"
"182","EOL_V2:128502","Carcinus maenas","Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Carcinus","Anguilla"
"183","FBC:SLB:SpecCode:21578","Neomysis integer","Malacostraca | Mysida | Mysidae | Neomysis | Neomysis integer",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Neomysis","Anguilla"
"184","FBC:SLB:SpecCode:21578","Neomysis integer","Malacostraca | Mysida | Mysidae | Neomysis | Neomysis integer",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Neomysis","Anguilla"
"185","FBC:SLB:SpecCode:23828","Gammarus tigrinus","Malacostraca | Amphipoda | Gammaridae | Gammarus | Gammarus tigrinus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Gammarus","Anguilla"
"186","FBC:SLB:SpecCode:23828","Gammarus tigrinus","Malacostraca | Amphipoda | Gammaridae | Gammarus | Gammarus tigrinus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Gammarus","Anguilla"
"187","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Anguilla","Anguilla"
"188","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Anguilla","Anguilla"
"189","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Clupea","Anguilla"
"190","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Clupea","Anguilla"
"191","FBC:FB:SpecCode:2420","Gasterosteus aculeatus","Actinopterygii | Gasterosteiformes | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Gasterosteus","Anguilla"
"192","FBC:FB:SpecCode:2420","Gasterosteus aculeatus","Actinopterygii | Gasterosteiformes | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Gasterosteus","Anguilla"
"193","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Pomatoschistus","Anguilla"
"194","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Pomatoschistus","Anguilla"
"195","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Pomatoschistus","Anguilla"
"196","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,"preyedUponBy","FBC:FB:SpecCode:35","Anguilla anguilla","Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,NA,NA,NA,NA,"Pomatoschistus","Anguilla"
"197","FBC:SLB:SpecCode:24957","Crangon crangon","Malacostraca | Decapoda | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Crangon","Clupea"
"198","FBC:SLB:SpecCode:24957","Crangon crangon","Malacostraca | Decapoda | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Crangon","Clupea"
"199","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Crangon","Clupea"
"200","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Crangon","Clupea"
"201","EOL_V2:607993","Sprattus sprattus","Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Sprattus","Clupea"
"202","EOL_V2:607993","Sprattus sprattus","Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Sprattus","Clupea"
"203","FBC:FB:SpecCode:1357","Sprattus sprattus","Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Sprattus","Clupea"
"204","FBC:FB:SpecCode:1357","Sprattus sprattus","Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Sprattus","Clupea"
"205","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Ciliata","Clupea"
"206","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Ciliata","Clupea"
"207","EOL_V2:356348","Agonus cataphractus","Animalia | Chordata | Actinopterygii | Scorpaeniformes | Agonidae | Agonus | Agonus cataphractus",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Agonus","Clupea"
"208","EOL_V2:356348","Agonus cataphractus","Animalia | Chordata | Actinopterygii | Scorpaeniformes | Agonidae | Agonus | Agonus cataphractus",NA,"preyedUponBy","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA,"Agonus","Clupea"
"209","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","EOL_V2:607993","Sprattus sprattus","Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,NA,NA,NA,NA,"Crangon","Sprattus"
"210","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","EOL_V2:607993","Sprattus sprattus","Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,NA,NA,NA,NA,"Crangon","Sprattus"
"211","FBC:FB:SpecCode:1357","Sprattus sprattus","Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,"preyedUponBy","FBC:FB:SpecCode:1357","Sprattus sprattus","Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,NA,NA,NA,NA,"Sprattus","Sprattus"
"212","FBC:FB:SpecCode:1357","Sprattus sprattus","Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,"preyedUponBy","FBC:FB:SpecCode:1357","Sprattus sprattus","Actinopterygii | Clupeiformes | Clupeidae | Sprattus | Sprattus sprattus",NA,NA,NA,NA,NA,"Sprattus","Sprattus"
"213","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Nereis","Ciliata"
"214","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Nereis","Ciliata"
"215","EOL_V2:41699","Corophium","Animalia | Arthropoda | Malacostraca | Amphipoda | Corophiidae | Corophium",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Corophium","Ciliata"
"216","EOL_V2:41699","Corophium","Animalia | Arthropoda | Malacostraca | Amphipoda | Corophiidae | Corophium",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Corophium","Ciliata"
"217","FBC:SLB:SpecCode:24957","Crangon crangon","Malacostraca | Decapoda | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Crangon","Ciliata"
"218","FBC:SLB:SpecCode:24957","Crangon crangon","Malacostraca | Decapoda | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Crangon","Ciliata"
"219","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Crangon","Ciliata"
"220","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Crangon","Ciliata"
"221","EOL_V2:128502","Carcinus maenas","Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Carcinus","Ciliata"
"222","EOL_V2:128502","Carcinus maenas","Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Carcinus","Ciliata"
"223","EOL:1021691","Jaera albifrons","Animalia | Arthropoda | Malacostraca | Isopoda | Janiroidea | Janiridae | Jaera | Jaera albifrons",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Jaera","Ciliata"
"224","EOL:1021691","Jaera albifrons","Animalia | Arthropoda | Malacostraca | Isopoda | Janiroidea | Janiridae | Jaera | Jaera albifrons",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Jaera","Ciliata"
"225","EOL_V2:340664","Gammarus locusta","Gammaridae | Gammarus | Gammarus locusta",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Gammarus","Ciliata"
"226","EOL_V2:340664","Gammarus locusta","Gammaridae | Gammarus | Gammarus locusta",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Gammarus","Ciliata"
"227","EOL_V2:2945952","Gammarus marinus","Cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Gammaroidea | Gammaridae | Gammarus | Gammarus marinus",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Gammarus","Ciliata"
"228","EOL_V2:2945952","Gammarus marinus","Cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Gammaroidea | Gammaridae | Gammarus | Gammarus marinus",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Gammarus","Ciliata"
"229","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Clupea","Ciliata"
"230","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Clupea","Ciliata"
"231","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Pomatoschistus","Ciliata"
"232","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Pomatoschistus","Ciliata"
"233","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Pomatoschistus","Ciliata"
"234","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Pomatoschistus","Ciliata"
"235","EOL_V2:449961","Mytilus galloprovincialis","Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus galloprovincialis",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Mytilus","Ciliata"
"236","EOL_V2:449961","Mytilus galloprovincialis","Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus galloprovincialis",NA,"preyedUponBy","FBC:FB:SpecCode:1290","Ciliata mustela","Actinopterygii | Gadiformes | Lotidae | Ciliata | Ciliata mustela",NA,NA,NA,NA,NA,"Mytilus","Ciliata"
"237","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:2420","Gasterosteus aculeatus","Actinopterygii | Gasterosteiformes | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,NA,NA,NA,NA,"Clupea","Gasterosteus"
"238","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:2420","Gasterosteus aculeatus","Actinopterygii | Gasterosteiformes | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,NA,NA,NA,NA,"Clupea","Gasterosteus"
"239","ITIS:551209","Clupea pallasii","Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Clupeomorpha | Clupeiformes | Clupeoidei | Clupeidae | Clupeinae | Clupea | Clupea pallasii",NA,"preyedUponBy","ITIS:166365","Gasterosteus aculeatus","Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Acanthopterygii | Gasterosteiformes | Gasterosteoidei | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,NA,NA,NA,NA,"Clupea","Gasterosteus"
"240","ITIS:551209","Clupea pallasii","Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Clupeomorpha | Clupeiformes | Clupeoidei | Clupeidae | Clupeinae | Clupea | Clupea pallasii",NA,"preyedUponBy","ITIS:166365","Gasterosteus aculeatus","Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Acanthopterygii | Gasterosteiformes | Gasterosteoidei | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,NA,NA,NA,NA,"Clupea","Gasterosteus"
"241","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:38","Ammodytes tobianus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes tobianus",NA,NA,NA,NA,NA,"Clupea","Ammodytes"
"242","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,"preyedUponBy","FBC:FB:SpecCode:38","Ammodytes tobianus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes tobianus",NA,NA,NA,NA,NA,"Clupea","Ammodytes"
"243","FBC:FB:SpecCode:3822","Ammodytes hexapterus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes hexapterus",NA,"preyedUponBy","FBC:FB:SpecCode:3822","Ammodytes hexapterus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes hexapterus",NA,NA,NA,NA,NA,"Ammodytes","Ammodytes"
"244","FBC:FB:SpecCode:3822","Ammodytes hexapterus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes hexapterus",NA,"preyedUponBy","FBC:FB:SpecCode:3822","Ammodytes hexapterus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes hexapterus",NA,NA,NA,NA,NA,"Ammodytes","Ammodytes"
"245","FBC:SLB:SpecCode:38620","Tubificoides benedii","Clitellata | Haplotaxida | Tubificidae | Tubificoides | Tubificoides benedii",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Tubificoides","Pomatoschistus"
"246","FBC:SLB:SpecCode:38620","Tubificoides benedii","Clitellata | Haplotaxida | Tubificidae | Tubificoides | Tubificoides benedii",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Tubificoides","Pomatoschistus"
"247","EOL_V2:401451","Tubificoides pseudogaster","Animalia | Annelida | Clitellata | Haplotaxida | Tubificidae | Tubificoides | Tubificoides pseudogaster",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Tubificoides","Pomatoschistus"
"248","EOL_V2:401451","Tubificoides pseudogaster","Animalia | Annelida | Clitellata | Haplotaxida | Tubificidae | Tubificoides | Tubificoides pseudogaster",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Tubificoides","Pomatoschistus"
"249","EOL_V2:52349","Tubificoides","Animalia | Annelida | Clitellata | Enchytraeida | Randiellidae | Tubificoides",NA,"preyedUponBy","EOL_V2:24507","Pomatoschistus","Animalia | Chordata | Actinopterygii | Perciformes | Gobiidae | Pomatoschistus",NA,NA,NA,NA,NA,"Tubificoides","Pomatoschistus"
"250","EOL_V2:52349","Tubificoides","Animalia | Annelida | Clitellata | Enchytraeida | Randiellidae | Tubificoides",NA,"preyedUponBy","EOL_V2:24507","Pomatoschistus","Animalia | Chordata | Actinopterygii | Perciformes | Gobiidae | Pomatoschistus",NA,NA,NA,NA,NA,"Tubificoides","Pomatoschistus"
"251","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Nereis","Pomatoschistus"
"252","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,NA,NA,NA,NA,"Nereis","Pomatoschistus"
"253","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,NA,NA,NA,NA,"Nereis","Pomatoschistus"
"254","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Nereis","Pomatoschistus"
"255","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,NA,NA,NA,NA,"Pygospio","Pomatoschistus"
"256","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Pygospio","Pomatoschistus"
"257","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,NA,NA,NA,NA,"Pygospio","Pomatoschistus"
"258","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA,"Pygospio","Pomatoschistus"
